from,to,action,p(s),frequency
132,140,6,0.03125,1
132,784,4,0.0625,2
132,138,4,0.0625,2
132,138,6,0.0625,2
132,138,5,0.09375,3
132,132,6,0.09375,3
132,132,5,0.28125,9
132,132,4,0.03125,1
132,1220,10,0.03125,1
132,258,5,0.0625,2
132,1550,5,0.09375,3
132,386,9,0.0625,2
132,1233,10,0.03125,1
133,137,4,0.04,1
133,137,6,0.08,2
133,133,6,0.08,2
133,133,5,0.28,7
133,366,5,0.04,1
133,383,3,0.04,1
133,106,6,0.08,2
133,106,5,0.04,1
133,1393,5,0.04,1
133,18,5,0.04,1
133,95,5,0.12,3
133,1861,2,0.04,1
133,22,4,0.04,1
133,66,4,0.04,1
134,59,7,0.25,1
134,609,7,0.25,1
134,141,9,0.25,1
134,141,7,0.25,1
135,131,6,0.011494252873563218,1
135,131,5,0.034482758620689655,3
135,131,4,0.011494252873563218,1
135,135,6,0.2413793103448276,21
135,135,4,0.16091954022988506,14
135,135,5,0.04597701149425287,4
135,362,6,0.022988505747126436,2
135,137,6,0.022988505747126436,2
135,137,4,0.011494252873563218,1
135,50,5,0.011494252873563218,1
135,50,6,0.022988505747126436,2
135,50,4,0.011494252873563218,1
135,106,6,0.05747126436781609,5
135,106,4,0.034482758620689655,3
135,495,9,0.022988505747126436,2
135,495,3,0.011494252873563218,1
135,505,2,0.011494252873563218,1
135,659,6,0.011494252873563218,1
135,76,4,0.011494252873563218,1
135,66,5,0.011494252873563218,1
135,66,6,0.022988505747126436,2
135,159,5,0.022988505747126436,2
135,47,4,0.011494252873563218,1
135,47,6,0.011494252873563218,1
135,54,4,0.011494252873563218,1
135,502,4,0.022988505747126436,2
135,502,6,0.011494252873563218,1
135,1086,6,0.011494252873563218,1
135,64,6,0.022988505747126436,2
135,64,4,0.04597701149425287,4
135,1460,5,0.011494252873563218,1
135,157,5,0.011494252873563218,1
136,252,4,0.2,1
136,252,5,0.2,1
136,138,6,0.4,2
136,138,5,0.2,1
137,138,4,0.043478260869565216,1
137,138,6,0.17391304347826086,4
137,138,5,0.08695652173913043,2
137,137,4,0.2608695652173913,6
137,137,6,0.043478260869565216,1
137,236,4,0.043478260869565216,1
137,234,6,0.043478260869565216,1
137,398,4,0.043478260869565216,1
137,136,4,0.043478260869565216,1
137,19,4,0.043478260869565216,1
137,252,4,0.043478260869565216,1
137,429,4,0.043478260869565216,1
137,1399,4,0.043478260869565216,1
137,106,6,0.043478260869565216,1
138,138,6,0.21238938053097345,24
138,138,5,0.168141592920354,19
138,138,4,0.12389380530973451,14
138,136,6,0.02654867256637168,3
138,136,4,0.017699115044247787,2
138,393,6,0.008849557522123894,1
138,393,5,0.008849557522123894,1
138,66,4,0.04424778761061947,5
138,66,5,0.05309734513274336,6
138,66,6,0.04424778761061947,5
138,444,6,0.008849557522123894,1
138,65,4,0.02654867256637168,3
138,65,5,0.04424778761061947,5
138,65,6,0.017699115044247787,2
138,31,5,0.008849557522123894,1
138,784,4,0.017699115044247787,2
138,784,6,0.008849557522123894,1
138,206,6,0.008849557522123894,1
138,173,10,0.017699115044247787,2
138,252,5,0.02654867256637168,3
138,252,6,0.008849557522123894,1
138,26,4,0.017699115044247787,2
138,1186,5,0.008849557522123894,1
138,238,4,0.008849557522123894,1
138,709,9,0.017699115044247787,2
138,709,3,0.008849557522123894,1
138,234,6,0.008849557522123894,1
138,92,4,0.008849557522123894,1
138,2029,5,0.008849557522123894,1
138,1570,4,0.008849557522123894,1
139,134,3,0.05263157894736842,1
139,139,3,0.21052631578947367,4
139,139,7,0.3684210526315789,7
139,516,3,0.05263157894736842,1
139,558,7,0.05263157894736842,1
139,681,7,0.05263157894736842,1
139,680,7,0.05263157894736842,1
139,59,7,0.05263157894736842,1
139,141,7,0.05263157894736842,1
139,1383,7,0.05263157894736842,1
140,140,4,0.6666666666666666,2
140,133,6,0.3333333333333333,1
141,139,3,0.0625,1
141,139,7,0.0625,1
141,141,7,0.25,4
141,141,3,0.1875,3
141,141,9,0.0625,1
141,693,7,0.0625,1
141,134,7,0.0625,1
141,1273,7,0.0625,1
141,63,3,0.0625,1
141,59,7,0.0625,1
141,1980,3,0.0625,1
142,132,6,0.08333333333333333,1
142,132,5,0.16666666666666666,2
142,142,5,0.3333333333333333,4
142,142,6,0.08333333333333333,1
142,1550,5,0.08333333333333333,1
142,1678,10,0.16666666666666666,2
142,1220,10,0.08333333333333333,1
143,143,7,0.23333333333333334,7
143,143,3,0.06666666666666667,2
143,83,4,0.03333333333333333,1
143,108,6,0.03333333333333333,1
143,108,4,0.1,3
143,59,3,0.03333333333333333,1
143,59,7,0.1,3
143,78,4,0.03333333333333333,1
143,127,4,0.1,3
143,127,5,0.03333333333333333,1
143,127,6,0.03333333333333333,1
143,898,3,0.06666666666666667,2
143,898,7,0.06666666666666667,2
143,979,7,0.06666666666666667,2
144,144,9,0.2,1
144,145,9,0.2,1
144,680,7,0.2,1
144,464,7,0.2,1
144,4,3,0.2,1
145,145,3,0.45454545454545453,5
145,145,7,0.36363636363636365,4
145,146,7,0.09090909090909091,1
145,567,3,0.09090909090909091,1
146,151,7,0.09090909090909091,1
146,146,3,0.2727272727272727,3
146,146,7,0.18181818181818182,2
146,146,9,0.09090909090909091,1
146,446,7,0.18181818181818182,2
146,471,9,0.09090909090909091,1
146,143,7,0.09090909090909091,1
147,147,1,0.6666666666666666,2
147,149,4,0.3333333333333333,1
148,148,6,0.391304347826087,9
148,148,5,0.21739130434782608,5
148,152,5,0.043478260869565216,1
148,331,5,0.043478260869565216,1
148,331,6,0.043478260869565216,1
148,1184,3,0.043478260869565216,1
148,1489,5,0.043478260869565216,1
148,330,6,0.17391304347826086,4
149,153,7,0.5,1
149,1113,2,0.5,1
150,150,5,0.2857142857142857,6
150,150,6,0.09523809523809523,2
150,150,4,0.19047619047619047,4
150,147,6,0.047619047619047616,1
150,467,6,0.047619047619047616,1
150,472,7,0.14285714285714285,3
150,472,3,0.047619047619047616,1
150,568,2,0.047619047619047616,1
150,282,3,0.047619047619047616,1
150,1133,4,0.047619047619047616,1
151,143,7,1.0,1
152,152,6,0.25,2
152,152,5,0.375,3
152,150,5,0.125,1
152,448,6,0.125,1
152,1712,5,0.125,1
153,153,7,0.5,2
153,144,9,0.25,1
153,565,7,0.25,1
154,154,10,0.20833333333333334,10
154,154,2,0.20833333333333334,10
154,154,8,0.16666666666666666,8
154,114,2,0.020833333333333332,1
154,114,8,0.08333333333333333,4
154,307,10,0.020833333333333332,1
154,0,3,0.041666666666666664,2
154,1409,2,0.020833333333333332,1
154,745,8,0.020833333333333332,1
154,745,10,0.020833333333333332,1
154,8,5,0.0625,3
154,8,6,0.020833333333333332,1
154,1832,10,0.020833333333333332,1
154,1788,8,0.020833333333333332,1
154,1788,10,0.020833333333333332,1
154,313,8,0.020833333333333332,1
154,1395,10,0.020833333333333332,1
155,163,10,0.02631578947368421,1
155,354,10,0.02631578947368421,1
155,155,4,0.10526315789473684,4
155,155,6,0.2894736842105263,11
155,155,5,0.05263157894736842,2
155,355,7,0.05263157894736842,2
155,355,3,0.02631578947368421,1
155,701,6,0.02631578947368421,1
155,763,6,0.02631578947368421,1
155,763,5,0.02631578947368421,1
155,359,8,0.02631578947368421,1
155,414,9,0.02631578947368421,1
155,315,4,0.02631578947368421,1
155,315,6,0.02631578947368421,1
155,294,5,0.02631578947368421,1
155,83,4,0.02631578947368421,1
155,1901,9,0.02631578947368421,1
155,66,4,0.02631578947368421,1
155,159,6,0.05263157894736842,2
155,64,4,0.07894736842105263,3
156,108,5,0.011627906976744186,1
156,108,4,0.08139534883720931,7
156,108,6,0.046511627906976744,4
156,156,2,0.16279069767441862,14
156,156,8,0.23255813953488372,20
156,156,10,0.11627906976744186,10
156,356,8,0.03488372093023256,3
156,356,2,0.046511627906976744,4
156,356,10,0.011627906976744186,1
156,90,4,0.023255813953488372,2
156,90,6,0.011627906976744186,1
156,90,5,0.023255813953488372,2
156,359,2,0.011627906976744186,1
156,891,10,0.011627906976744186,1
156,1193,2,0.011627906976744186,1
156,172,2,0.011627906976744186,1
156,172,8,0.011627906976744186,1
156,1530,2,0.011627906976744186,1
156,1530,8,0.023255813953488372,2
156,1330,10,0.011627906976744186,1
156,43,4,0.023255813953488372,2
156,357,2,0.011627906976744186,1
156,1722,8,0.011627906976744186,1
156,1722,10,0.011627906976744186,1
156,1771,10,0.011627906976744186,1
156,85,10,0.011627906976744186,1
156,64,4,0.011627906976744186,1
157,106,4,0.07142857142857142,2
157,66,4,0.07142857142857142,2
157,339,9,0.03571428571428571,1
157,157,4,0.10714285714285714,3
157,157,5,0.14285714285714285,4
157,157,6,0.17857142857142858,5
157,314,8,0.07142857142857142,2
157,314,2,0.03571428571428571,1
157,7,9,0.03571428571428571,1
157,7,7,0.03571428571428571,1
157,7,3,0.03571428571428571,1
157,8,5,0.03571428571428571,1
157,79,6,0.03571428571428571,1
157,2059,6,0.03571428571428571,1
157,1900,6,0.03571428571428571,1
157,233,6,0.03571428571428571,1
158,162,3,0.15384615384615385,2
158,162,7,0.07692307692307693,1
158,158,7,0.15384615384615385,2
158,158,3,0.23076923076923078,3
158,158,9,0.07692307692307693,1
158,812,7,0.07692307692307693,1
158,812,3,0.07692307692307693,1
158,804,4,0.07692307692307693,1
158,65,4,0.07692307692307693,1
159,159,5,0.25,7
159,159,6,0.10714285714285714,3
159,159,4,0.21428571428571427,6
159,161,3,0.03571428571428571,1
159,157,4,0.03571428571428571,1
159,157,6,0.03571428571428571,1
159,314,10,0.03571428571428571,1
159,135,4,0.03571428571428571,1
159,64,4,0.03571428571428571,1
159,155,4,0.03571428571428571,1
159,1051,4,0.07142857142857142,2
159,1051,5,0.03571428571428571,1
159,106,4,0.03571428571428571,1
159,495,3,0.03571428571428571,1
160,160,8,0.2702702702702703,10
160,160,2,0.10810810810810811,4
160,160,10,0.05405405405405406,2
160,106,6,0.05405405405405406,2
160,106,4,0.13513513513513514,5
160,344,8,0.02702702702702703,1
160,346,8,0.02702702702702703,1
160,346,2,0.02702702702702703,1
160,173,2,0.02702702702702703,1
160,173,8,0.02702702702702703,1
160,342,2,0.02702702702702703,1
160,342,8,0.02702702702702703,1
160,1232,10,0.02702702702702703,1
160,65,4,0.02702702702702703,1
160,1145,2,0.02702702702702703,1
160,114,2,0.02702702702702703,1
160,314,10,0.02702702702702703,1
160,312,10,0.02702702702702703,1
160,402,8,0.02702702702702703,1
161,161,7,0.45454545454545453,5
161,161,3,0.09090909090909091,1
161,161,9,0.09090909090909091,1
161,159,4,0.09090909090909091,1
161,811,7,0.09090909090909091,1
161,7,7,0.09090909090909091,1
161,295,6,0.09090909090909091,1
162,65,5,0.046153846153846156,6
162,65,4,0.11538461538461539,15
162,65,6,0.05384615384615385,7
162,162,7,0.2076923076923077,27
162,162,9,0.16923076923076924,22
162,162,3,0.18461538461538463,24
162,262,7,0.023076923076923078,3
162,262,9,0.023076923076923078,3
162,262,3,0.015384615384615385,2
162,422,7,0.007692307692307693,1
162,422,3,0.007692307692307693,1
162,422,9,0.007692307692307693,1
162,21,5,0.007692307692307693,1
162,21,4,0.015384615384615385,2
162,21,6,0.007692307692307693,1
162,0,9,0.038461538461538464,5
162,1344,9,0.007692307692307693,1
162,1378,3,0.007692307692307693,1
162,92,4,0.015384615384615385,2
162,1490,9,0.007692307692307693,1
162,101,7,0.007692307692307693,1
162,318,9,0.007692307692307693,1
162,384,3,0.007692307692307693,1
162,2021,3,0.007692307692307693,1
163,163,10,0.75,3
163,159,5,0.25,1
164,164,3,0.3333333333333333,1
164,170,3,0.3333333333333333,1
164,16,7,0.3333333333333333,1
165,165,1,0.7692307692307693,10
165,165,3,0.07692307692307693,1
165,170,1,0.07692307692307693,1
165,168,7,0.07692307692307693,1
166,166,6,0.5454545454545454,6
166,166,5,0.09090909090909091,1
166,167,6,0.09090909090909091,1
166,1059,2,0.18181818181818182,2
166,825,4,0.09090909090909091,1
167,167,6,0.6666666666666666,2
167,169,3,0.3333333333333333,1
168,168,3,0.3333333333333333,1
168,168,9,0.3333333333333333,1
168,170,3,0.3333333333333333,1
169,169,9,0.6666666666666666,2
169,164,9,0.3333333333333333,1
170,170,1,0.6666666666666666,4
170,165,1,0.3333333333333333,2
171,171,3,0.2802547770700637,44
171,171,7,0.22929936305732485,36
171,171,9,0.08280254777070063,13
171,66,6,0.01910828025477707,3
171,66,4,0.06369426751592357,10
171,66,5,0.03821656050955414,6
171,318,3,0.006369426751592357,1
171,162,9,0.050955414012738856,8
171,162,3,0.01910828025477707,3
171,162,7,0.05732484076433121,9
171,365,3,0.01910828025477707,3
171,365,7,0.012738853503184714,2
171,336,9,0.025477707006369428,4
171,336,7,0.006369426751592357,1
171,65,6,0.006369426751592357,1
171,697,3,0.006369426751592357,1
171,697,7,0.006369426751592357,1
171,0,9,0.006369426751592357,1
171,1208,7,0.006369426751592357,1
171,1488,3,0.006369426751592357,1
171,1474,7,0.006369426751592357,1
171,17,9,0.012738853503184714,2
171,17,3,0.006369426751592357,1
171,1186,6,0.006369426751592357,1
171,1378,9,0.006369426751592357,1
171,31,4,0.006369426751592357,1
171,422,9,0.006369426751592357,1
172,172,2,0.16216216216216217,6
172,172,8,0.08108108108108109,3
172,172,10,0.1891891891891892,7
172,176,2,0.02702702702702703,1
172,176,8,0.02702702702702703,1
172,249,10,0.08108108108108109,3
172,173,8,0.08108108108108109,3
172,173,2,0.08108108108108109,3
172,160,8,0.02702702702702703,1
172,160,10,0.02702702702702703,1
172,31,5,0.05405405405405406,2
172,31,6,0.05405405405405406,2
172,114,8,0.02702702702702703,1
172,2069,10,0.02702702702702703,1
172,250,10,0.02702702702702703,1
172,66,4,0.02702702702702703,1
173,172,2,0.024271844660194174,5
173,172,10,0.009708737864077669,2
173,172,8,0.0048543689320388345,1
173,173,2,0.2912621359223301,60
173,173,8,0.1407766990291262,29
173,173,10,0.1650485436893204,34
173,114,8,0.043689320388349516,9
173,114,10,0.05339805825242718,11
173,114,2,0.08737864077669903,18
173,66,4,0.038834951456310676,8
173,66,6,0.014563106796116505,3
173,66,5,0.014563106796116505,3
173,106,4,0.0048543689320388345,1
173,160,2,0.014563106796116505,3
173,304,10,0.009708737864077669,2
173,459,8,0.0048543689320388345,1
173,1096,8,0.0048543689320388345,1
173,342,2,0.0048543689320388345,1
173,402,2,0.0048543689320388345,1
173,317,6,0.0048543689320388345,1
173,347,8,0.0048543689320388345,1
173,346,2,0.0048543689320388345,1
173,346,10,0.009708737864077669,2
173,1150,2,0.0048543689320388345,1
173,65,5,0.0048543689320388345,1
173,65,4,0.0048543689320388345,1
173,337,8,0.0048543689320388345,1
173,238,4,0.0048543689320388345,1
173,154,10,0.0048543689320388345,1
173,872,6,0.0048543689320388345,1
173,92,4,0.0048543689320388345,1
174,61,9,0.07692307692307693,1
174,186,3,0.07692307692307693,1
174,66,4,0.07692307692307693,1
174,608,7,0.07692307692307693,1
174,681,7,0.07692307692307693,1
174,603,7,0.23076923076923078,3
174,174,3,0.15384615384615385,2
174,174,7,0.07692307692307693,1
174,709,7,0.07692307692307693,1
174,709,3,0.07692307692307693,1
175,175,4,0.2,4
175,175,6,0.2,4
175,175,5,0.15,3
175,65,5,0.1,2
175,65,6,0.05,1
175,65,4,0.05,1
175,1222,5,0.05,1
175,1614,5,0.05,1
175,1932,6,0.05,1
175,989,5,0.05,1
175,92,4,0.05,1
176,65,5,0.041666666666666664,2
176,92,4,0.14583333333333334,7
176,92,5,0.020833333333333332,1
176,92,6,0.020833333333333332,1
176,114,2,0.0625,3
176,114,8,0.0625,3
176,176,10,0.10416666666666667,5
176,176,2,0.2708333333333333,13
176,176,8,0.16666666666666666,8
176,958,10,0.020833333333333332,1
176,958,2,0.041666666666666664,2
176,682,10,0.020833333333333332,1
176,684,8,0.020833333333333332,1
177,187,7,0.5,1
177,1166,5,0.5,1
178,178,6,0.3448275862068966,10
178,178,5,0.2413793103448276,7
178,178,4,0.034482758620689655,1
178,194,2,0.10344827586206896,3
178,194,10,0.034482758620689655,1
178,345,6,0.10344827586206896,3
178,343,5,0.034482758620689655,1
178,1398,4,0.034482758620689655,1
178,2143,5,0.034482758620689655,1
178,186,3,0.034482758620689655,1
179,181,8,0.0625,1
179,655,2,0.0625,1
179,931,2,0.0625,1
179,945,8,0.0625,1
179,179,8,0.25,4
179,179,2,0.0625,1
179,593,8,0.0625,1
179,182,8,0.0625,1
179,587,8,0.0625,1
179,502,4,0.0625,1
179,1249,2,0.0625,1
179,156,8,0.0625,1
179,591,2,0.0625,1
180,190,10,0.2857142857142857,2
180,180,10,0.14285714285714285,1
180,180,8,0.14285714285714285,1
180,345,4,0.2857142857142857,2
180,1791,10,0.14285714285714285,1
181,181,10,0.1125,9
181,181,8,0.1875,15
181,181,2,0.2125,17
181,179,2,0.0125,1
181,179,8,0.025,2
181,182,2,0.0125,1
181,182,10,0.0125,1
181,156,2,0.1125,9
181,156,8,0.0375,3
181,156,10,0.0375,3
181,80,8,0.0125,1
181,80,10,0.0125,1
181,987,2,0.0125,1
181,356,2,0.0125,1
181,356,8,0.0125,1
181,76,6,0.0375,3
181,76,4,0.0125,1
181,72,8,0.0125,1
181,72,2,0.0125,1
181,108,4,0.0125,1
181,108,5,0.0125,1
181,210,6,0.0125,1
181,1437,10,0.0125,1
181,1248,2,0.025,2
181,929,10,0.0125,1
181,77,5,0.0125,1
182,195,2,0.041666666666666664,1
182,181,8,0.08333333333333333,2
182,908,2,0.041666666666666664,1
182,182,2,0.16666666666666666,4
182,182,8,0.125,3
182,182,10,0.08333333333333333,2
182,1103,8,0.041666666666666664,1
182,1101,2,0.041666666666666664,1
182,80,2,0.041666666666666664,1
182,1530,8,0.16666666666666666,4
182,76,4,0.041666666666666664,1
182,156,8,0.041666666666666664,1
182,1431,10,0.041666666666666664,1
182,210,4,0.041666666666666664,1
183,185,6,0.3333333333333333,1
183,183,3,0.3333333333333333,1
183,711,3,0.3333333333333333,1
184,189,5,1.0,1
185,192,6,1.0,1
186,178,6,0.3333333333333333,1
186,186,7,0.3333333333333333,1
186,2091,3,0.3333333333333333,1
187,183,7,0.5,1
187,183,3,0.5,1
188,177,4,0.07692307692307693,1
188,210,6,0.15384615384615385,2
188,210,4,0.07692307692307693,1
188,182,2,0.07692307692307693,1
188,1068,8,0.07692307692307693,1
188,1068,2,0.07692307692307693,1
188,188,8,0.15384615384615385,2
188,188,2,0.15384615384615385,2
188,1478,8,0.07692307692307693,1
188,173,2,0.07692307692307693,1
189,193,6,0.09523809523809523,2
189,193,5,0.047619047619047616,1
189,189,6,0.14285714285714285,3
189,189,5,0.2857142857142857,6
189,189,4,0.14285714285714285,3
189,710,6,0.047619047619047616,1
189,352,6,0.047619047619047616,1
189,1084,10,0.047619047619047616,1
189,1882,6,0.047619047619047616,1
189,2035,5,0.047619047619047616,1
189,2172,5,0.047619047619047616,1
190,181,10,0.04,2
190,181,2,0.06,3
190,1151,10,0.02,1
190,190,10,0.3,15
190,190,2,0.14,7
190,190,8,0.16,8
190,1539,2,0.02,1
190,1539,10,0.02,1
190,1654,8,0.02,1
190,1084,10,0.04,2
190,1667,10,0.02,1
190,1830,2,0.02,1
190,1865,10,0.02,1
190,172,10,0.02,1
190,173,10,0.02,1
190,173,2,0.02,1
190,173,8,0.04,2
190,1288,10,0.02,1
191,191,3,0.3333333333333333,4
191,191,7,0.16666666666666666,2
191,174,7,0.16666666666666666,2
191,977,7,0.16666666666666666,2
191,1029,9,0.08333333333333333,1
191,412,6,0.08333333333333333,1
192,184,5,1.0,1
193,173,2,0.05555555555555555,1
193,193,5,0.3333333333333333,6
193,193,6,0.05555555555555555,1
193,193,4,0.1111111111111111,2
193,350,5,0.05555555555555555,1
193,870,6,0.05555555555555555,1
193,1085,5,0.05555555555555555,1
193,31,4,0.05555555555555555,1
193,1084,10,0.05555555555555555,1
193,710,6,0.05555555555555555,1
193,1836,9,0.05555555555555555,1
193,190,10,0.05555555555555555,1
194,194,10,0.2,2
194,194,2,0.2,2
194,180,2,0.2,2
194,180,8,0.1,1
194,1791,10,0.1,1
194,2037,10,0.1,1
194,2088,10,0.1,1
195,188,8,0.2,1
195,188,2,0.2,1
195,780,4,0.4,2
195,64,4,0.2,1
196,92,5,0.07142857142857142,1
196,92,4,0.07142857142857142,1
196,196,4,0.14285714285714285,2
196,196,5,0.21428571428571427,3
196,634,6,0.07142857142857142,1
196,990,6,0.07142857142857142,1
196,440,4,0.07142857142857142,1
196,1306,6,0.07142857142857142,1
196,31,6,0.07142857142857142,1
196,1741,10,0.07142857142857142,1
196,691,5,0.07142857142857142,1
197,200,6,1.0,1
198,199,6,0.5,1
198,199,4,0.5,1
199,198,5,0.05555555555555555,1
199,198,4,0.05555555555555555,1
199,196,6,0.05555555555555555,1
199,199,6,0.05555555555555555,1
199,199,4,0.05555555555555555,1
199,199,5,0.2777777777777778,5
199,65,6,0.05555555555555555,1
199,434,4,0.05555555555555555,1
199,66,6,0.05555555555555555,1
199,138,4,0.05555555555555555,1
199,848,5,0.1111111111111111,2
199,440,6,0.05555555555555555,1
199,440,5,0.05555555555555555,1
200,109,5,0.08695652173913043,2
200,109,4,0.08695652173913043,2
200,109,6,0.043478260869565216,1
200,200,4,0.17391304347826086,4
200,200,5,0.08695652173913043,2
200,200,6,0.13043478260869565,3
200,322,4,0.043478260869565216,1
200,502,4,0.08695652173913043,2
200,502,6,0.043478260869565216,1
200,1159,6,0.043478260869565216,1
200,77,6,0.043478260869565216,1
200,1423,6,0.043478260869565216,1
200,72,2,0.043478260869565216,1
200,127,4,0.043478260869565216,1
201,201,5,0.1111111111111111,1
201,201,6,0.1111111111111111,1
201,201,4,0.1111111111111111,1
201,203,6,0.1111111111111111,1
201,285,4,0.1111111111111111,1
201,561,4,0.2222222222222222,2
201,623,4,0.1111111111111111,1
201,412,6,0.1111111111111111,1
202,197,6,0.5,1
202,1244,4,0.5,1
203,202,6,0.07692307692307693,1
203,77,6,0.07692307692307693,1
203,77,5,0.07692307692307693,1
203,77,4,0.07692307692307693,1
203,1314,10,0.07692307692307693,1
203,210,6,0.15384615384615385,2
203,203,5,0.07692307692307693,1
203,203,4,0.07692307692307693,1
203,1521,5,0.07692307692307693,1
203,1520,5,0.07692307692307693,1
203,1319,4,0.07692307692307693,1
203,1969,2,0.07692307692307693,1
204,27,6,0.2222222222222222,2
204,27,4,0.1111111111111111,1
204,204,6,0.1111111111111111,1
204,204,4,0.2222222222222222,2
204,64,6,0.1111111111111111,1
204,401,4,0.2222222222222222,2
205,1134,3,0.3333333333333333,1
205,1415,9,0.3333333333333333,1
205,660,4,0.3333333333333333,1
206,66,5,0.125,2
206,66,6,0.375,6
206,66,4,0.1875,3
206,206,5,0.0625,1
206,206,4,0.0625,1
206,106,6,0.0625,1
206,196,6,0.0625,1
206,65,6,0.0625,1
207,207,4,0.17647058823529413,3
207,207,5,0.058823529411764705,1
207,207,6,0.058823529411764705,1
207,64,4,0.058823529411764705,1
207,112,6,0.058823529411764705,1
207,288,6,0.058823529411764705,1
207,135,6,0.23529411764705882,4
207,135,5,0.058823529411764705,1
207,50,5,0.058823529411764705,1
207,50,4,0.058823529411764705,1
207,131,5,0.058823529411764705,1
207,45,4,0.058823529411764705,1
208,76,6,0.3333333333333333,1
208,210,4,0.3333333333333333,1
208,219,4,0.3333333333333333,1
209,49,6,0.5,1
209,1394,5,0.5,1
210,219,6,0.04477611940298507,3
210,219,5,0.014925373134328358,1
210,210,6,0.208955223880597,14
210,210,5,0.13432835820895522,9
210,210,4,0.1044776119402985,7
210,208,4,0.029850746268656716,2
210,362,6,0.014925373134328358,1
210,411,6,0.029850746268656716,2
210,1172,8,0.014925373134328358,1
210,105,4,0.014925373134328358,1
210,203,4,0.014925373134328358,1
210,203,5,0.014925373134328358,1
210,1371,4,0.014925373134328358,1
210,1243,4,0.014925373134328358,1
210,1423,4,0.014925373134328358,1
210,215,4,0.014925373134328358,1
210,181,8,0.014925373134328358,1
210,181,2,0.014925373134328358,1
210,1521,6,0.014925373134328358,1
210,76,6,0.05970149253731343,4
210,657,5,0.014925373134328358,1
210,657,4,0.014925373134328358,1
210,108,4,0.014925373134328358,1
210,108,6,0.029850746268656716,2
210,182,10,0.014925373134328358,1
210,182,8,0.014925373134328358,1
210,216,5,0.014925373134328358,1
210,216,4,0.014925373134328358,1
210,2013,5,0.014925373134328358,1
210,43,4,0.014925373134328358,1
210,603,9,0.014925373134328358,1
210,601,9,0.014925373134328358,1
211,216,6,0.0625,1
211,76,4,0.1875,3
211,76,5,0.0625,1
211,76,6,0.0625,1
211,409,5,0.0625,1
211,211,6,0.0625,1
211,211,5,0.1875,3
211,211,4,0.0625,1
211,570,6,0.0625,1
211,108,5,0.0625,1
211,108,4,0.0625,1
211,815,6,0.0625,1
212,215,6,0.1,3
212,48,5,0.03333333333333333,1
212,48,4,0.06666666666666667,2
212,48,6,0.03333333333333333,1
212,212,6,0.23333333333333334,7
212,212,4,0.16666666666666666,5
212,212,5,0.1,3
212,273,6,0.03333333333333333,1
212,273,5,0.06666666666666667,2
212,273,4,0.03333333333333333,1
212,203,5,0.03333333333333333,1
212,76,5,0.03333333333333333,1
212,105,6,0.03333333333333333,1
212,1610,5,0.03333333333333333,1
213,211,4,0.058823529411764705,1
213,211,5,0.11764705882352941,2
213,213,6,0.23529411764705882,4
213,213,4,0.058823529411764705,1
213,64,4,0.058823529411764705,1
213,64,6,0.058823529411764705,1
213,1124,5,0.058823529411764705,1
213,76,6,0.058823529411764705,1
213,66,5,0.058823529411764705,1
213,66,6,0.058823529411764705,1
213,359,10,0.058823529411764705,1
213,652,4,0.11764705882352941,2
214,217,6,0.5,1
214,679,4,0.5,1
215,215,6,0.3132530120481928,26
215,215,4,0.0963855421686747,8
215,215,5,0.08433734939759036,7
215,209,6,0.012048192771084338,1
215,212,5,0.012048192771084338,1
215,212,6,0.012048192771084338,1
215,43,6,0.08433734939759036,7
215,43,4,0.03614457831325301,3
215,43,5,0.012048192771084338,1
215,273,6,0.024096385542168676,2
215,1319,6,0.012048192771084338,1
215,1319,4,0.012048192771084338,1
215,105,4,0.060240963855421686,5
215,105,6,0.10843373493975904,9
215,105,5,0.04819277108433735,4
215,45,6,0.012048192771084338,1
215,1616,6,0.012048192771084338,1
215,1610,4,0.012048192771084338,1
215,1574,4,0.012048192771084338,1
215,2057,6,0.012048192771084338,1
215,978,9,0.012048192771084338,1
216,210,6,0.25,1
216,216,5,0.25,1
216,1933,5,0.25,1
216,211,4,0.25,1
217,217,4,0.10714285714285714,3
217,217,6,0.25,7
217,217,5,0.07142857142857142,2
217,108,4,0.17857142857142858,5
217,427,7,0.03571428571428571,1
217,427,3,0.03571428571428571,1
217,427,9,0.03571428571428571,1
217,93,4,0.03571428571428571,1
217,89,6,0.07142857142857142,2
217,89,4,0.07142857142857142,2
217,1330,2,0.03571428571428571,1
217,425,4,0.03571428571428571,1
217,88,4,0.03571428571428571,1
218,24,5,0.040983606557377046,5
218,24,6,0.09836065573770492,12
218,24,4,0.040983606557377046,5
218,218,5,0.1721311475409836,21
218,218,4,0.06557377049180328,8
218,218,6,0.22950819672131148,28
218,66,5,0.00819672131147541,1
218,66,6,0.00819672131147541,1
218,238,5,0.07377049180327869,9
218,238,6,0.09836065573770492,12
218,238,4,0.01639344262295082,2
218,92,5,0.02459016393442623,3
218,92,6,0.00819672131147541,1
218,801,2,0.00819672131147541,1
218,508,4,0.00819672131147541,1
218,1079,6,0.00819672131147541,1
218,26,5,0.00819672131147541,1
218,26,4,0.00819672131147541,1
218,26,6,0.03278688524590164,4
218,34,5,0.00819672131147541,1
218,31,5,0.00819672131147541,1
218,65,5,0.00819672131147541,1
218,1749,4,0.00819672131147541,1
218,365,9,0.00819672131147541,1
219,208,4,0.1,1
