sample_token,scene_token,cam_type,category,attribute,visibility,bbox_bottom_corners,bbox_center
de7593d76648450e947ba0c203dee1b0,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,movable_object.trafficcone,,4,"[(np.float64(647.547750788279), np.float64(1603.6266612404954)), (np.float64(647.7311467064843), np.float64(1603.8577260305126)), (np.float64(647.492249211721), np.float64(1604.0473387595046)), (np.float64(647.3088532935157), np.float64(1603.8162739694874))]","[np.float64(647.52), np.float64(1603.837)]"
de7593d76648450e947ba0c203dee1b0,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(652.1030181294343), np.float64(1600.9670231032749)), (np.float64(653.2826858012028), np.float64(1602.4423892219668)), (np.float64(649.5649818705656), np.float64(1605.4149768967252)), (np.float64(648.3853141987971), np.float64(1603.9396107780333))]","[np.float64(650.834), np.float64(1603.191)]"
f753d3f87e5b40af87ff2cbf7c8e7082,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(657.0387872716906), np.float64(1607.6501159420307)), (np.float64(658.896105825934), np.float64(1607.046313997629)), (np.float64(660.4512127283094), np.float64(1611.8298840579694)), (np.float64(658.593894174066), np.float64(1612.433686002371))]","[np.float64(658.745), np.float64(1609.74)]"
f753d3f87e5b40af87ff2cbf7c8e7082,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(652.1420181294344), np.float64(1600.936023103275)), (np.float64(653.3216858012029), np.float64(1602.4113892219668)), (np.float64(649.6039818705657), np.float64(1605.3839768967252)), (np.float64(648.4243141987972), np.float64(1603.9086107780333))]","[np.float64(650.873), np.float64(1603.16)]"
b22fa0b3c34f47b6a360b60f35d5d567,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(656.8994050168528), np.float64(1606.6919854831633)), (np.float64(658.7742965143588), np.float64(1606.145184904725)), (np.float64(660.1825949831473), np.float64(1610.9740145168369)), (np.float64(658.3077034856414), np.float64(1611.520815095275))]","[np.float64(658.541), np.float64(1608.833)]"
b22fa0b3c34f47b6a360b60f35d5d567,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(652.1253021502538), np.float64(1600.9365071553452)), (np.float64(653.3113960711204), np.float64(1602.40671197471)), (np.float64(649.6066978497462), np.float64(1605.3954928446547)), (np.float64(648.4206039288796), np.float64(1603.9252880252898))]","[np.float64(650.866), np.float64(1603.166)]"
b22fa0b3c34f47b6a360b60f35d5d567,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,human.pedestrian.adult,pedestrian.moving,3,"[(np.float64(651.2721746226545), np.float64(1598.080981297085)), (np.float64(650.8543855912962), np.float64(1597.5623211720736)), (np.float64(651.4618253773455), np.float64(1597.073018702915)), (np.float64(651.8796144087037), np.float64(1597.5916788279264))]","[np.float64(651.367), np.float64(1597.577)]"
0a0d6b8c2e884134a3b48df43d54c36a,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(657.1171278024979), np.float64(1604.6454523272166)), (np.float64(659.0584864092913), np.float64(1604.4325303700844)), (np.float64(659.6068721975021), np.float64(1609.4325476727834)), (np.float64(657.6655135907087), np.float64(1609.6454696299156))]","[np.float64(658.362), np.float64(1607.039)]"
0a0d6b8c2e884134a3b48df43d54c36a,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(652.0745621957757), np.float64(1600.963033653746)), (np.float64(653.2670597842218), np.float64(1602.428049183203)), (np.float64(649.5754378042244), np.float64(1605.4329663462543)), (np.float64(648.3829402157783), np.float64(1603.9679508167972))]","[np.float64(650.825), np.float64(1603.198)]"
8e9c2cba0ee74056aa3746e8391d54a9,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(657.6866753999283), np.float64(1602.6686459061143)), (np.float64(659.6355139171167), np.float64(1602.7960720962114)), (np.float64(659.3073246000716), np.float64(1607.8153540938856)), (np.float64(657.3584860828832), np.float64(1607.6879279037885))]","[np.float64(658.497), np.float64(1605.242)]"
8e9c2cba0ee74056aa3746e8391d54a9,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(652.0247984514343), np.float64(1600.9906027026839)), (np.float64(653.2236770040249), np.float64(1602.4504010504493)), (np.float64(649.5452015485656), np.float64(1605.4713972973161)), (np.float64(648.346322995975), np.float64(1604.0115989495507))]","[np.float64(650.785), np.float64(1603.231)]"
fdc39b23ab4242eda6ec5e1e6574fe33,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(658.5908443002878), np.float64(1600.8200295469744)), (np.float64(660.4879482556864), np.float64(1601.2839321039958)), (np.float64(659.2931556997122), np.float64(1606.1699704530254)), (np.float64(657.3960517443136), np.float64(1605.706067896004))]","[np.float64(658.942), np.float64(1603.495)]"
fdc39b23ab4242eda6ec5e1e6574fe33,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(651.9740111031178), np.float64(1601.018214405557)), (np.float64(653.1792477949333), np.float64(1602.4727677791743)), (np.float64(649.5139888968822), np.float64(1605.5097855944427)), (np.float64(648.3087522050668), np.float64(1604.0552322208255))]","[np.float64(650.744), np.float64(1603.264)]"
fdc39b23ab4242eda6ec5e1e6574fe33,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.moving,2,"[(np.float64(663.2584764126799), np.float64(1605.869644859523)), (np.float64(661.97388633901), np.float64(1604.663629792192)), (np.float64(665.1915235873201), np.float64(1601.2363551404771)), (np.float64(666.47611366099), np.float64(1602.4423702078082))]","[np.float64(664.225), np.float64(1603.553)]"
9ee4020153674b9e9943d395ff8cfdf3,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(660.458392213821), np.float64(1597.9763682141097)), (np.float64(662.2562580375806), np.float64(1598.7391837093357)), (np.float64(660.291607786179), np.float64(1603.3696317858903)), (np.float64(658.4937419624194), np.float64(1602.6068162906643))]","[np.float64(660.375), np.float64(1600.673)]"
9ee4020153674b9e9943d395ff8cfdf3,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(651.9740111031178), np.float64(1601.018214405557)), (np.float64(653.1792477949333), np.float64(1602.4727677791743)), (np.float64(649.5139888968822), np.float64(1605.5097855944427)), (np.float64(648.3087522050668), np.float64(1604.0552322208255))]","[np.float64(650.744), np.float64(1603.264)]"
9ee4020153674b9e9943d395ff8cfdf3,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(663.1899410090481), np.float64(1606.5001667082868)), (np.float64(661.7770836842939), np.float64(1605.4473238045787)), (np.float64(664.586058990952), np.float64(1601.6778332917131)), (np.float64(665.9989163157062), np.float64(1602.7306761954212))]","[np.float64(663.888), np.float64(1604.089)]"
5b03af7a953245b5a3b23191ed4da62a,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(662.7577713237935), np.float64(1595.4688389037763)), (np.float64(664.4096414396221), np.float64(1596.5107285910428)), (np.float64(661.7262286762065), np.float64(1600.7651610962237)), (np.float64(660.0743585603778), np.float64(1599.723271408957))]","[np.float64(662.242), np.float64(1598.117)]"
5b03af7a953245b5a3b23191ed4da62a,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(651.9740111031178), np.float64(1601.018214405557)), (np.float64(653.1792477949333), np.float64(1602.4727677791743)), (np.float64(649.5139888968822), np.float64(1605.5097855944427)), (np.float64(648.3087522050668), np.float64(1604.0552322208255))]","[np.float64(650.744), np.float64(1603.264)]"
5b03af7a953245b5a3b23191ed4da62a,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(663.1933800532964), np.float64(1607.1346899018736)), (np.float64(661.6704195790417), np.float64(1606.2485548140583)), (np.float64(664.0346199467036), np.float64(1602.1853100981266)), (np.float64(665.5575804209584), np.float64(1603.071445185942))]","[np.float64(663.614), np.float64(1604.66)]"
d0ecf474e0e64950aa265cd44b9c9d75,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(651.9740111031178), np.float64(1601.018214405557)), (np.float64(653.1792477949333), np.float64(1602.4727677791743)), (np.float64(649.5139888968822), np.float64(1605.5097855944427)), (np.float64(648.3087522050668), np.float64(1604.0552322208255))]","[np.float64(650.744), np.float64(1603.264)]"
d0ecf474e0e64950aa265cd44b9c9d75,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(663.1935954350743), np.float64(1607.4750205733985)), (np.float64(661.6298737195541), np.float64(1606.6629747640932)), (np.float64(663.7964045649258), np.float64(1602.4909794266014)), (np.float64(665.3601262804459), np.float64(1603.3030252359067))]","[np.float64(663.495), np.float64(1604.983)]"
456ec36cb4a44ca78f36fbd90c0c34fa,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(663.2105050199931), np.float64(1607.8146115557793)), (np.float64(661.6096236693302), np.float64(1607.0785253508416)), (np.float64(663.573494980007), np.float64(1602.8073884442206)), (np.float64(665.1743763306699), np.float64(1603.5434746491583))]","[np.float64(663.392), np.float64(1605.311)]"
6bfd42cf0aba4f1a94ec11fa43e2dd92,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(663.2438326290556), np.float64(1608.153436152352)), (np.float64(661.6094788364488), np.float64(1607.4950049254257)), (np.float64(663.3661673709443), np.float64(1603.134563847648)), (np.float64(665.0005211635511), np.float64(1603.7929950745743))]","[np.float64(663.305), np.float64(1605.644)]"
0af0feb5b1394b928dd13d648de898f5,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(663.2933011204605), np.float64(1608.4894809477485)), (np.float64(661.6292391737417), np.float64(1607.9102212154328)), (np.float64(663.1746988795396), np.float64(1603.4705190522516)), (np.float64(664.8387608262584), np.float64(1604.0497787845673))]","[np.float64(663.234), np.float64(1605.98)]"
61d9340c5ad8418dafe7a4af1b96e6b9,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(663.3470885700593), np.float64(1608.5870637943885)), (np.float64(661.6731705917539), np.float64(1608.0369341715668)), (np.float64(663.1409114299407), np.float64(1603.5709362056114)), (np.float64(664.8148294082462), np.float64(1604.121065828433))]","[np.float64(663.244), np.float64(1606.079)]"
9e7683e8586542a1b6032980c45f15ce,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(673.883732005302), np.float64(1602.264223610098)), (np.float64(672.5917615664802), np.float64(1600.8479957381753)), (np.float64(676.1282679946979), np.float64(1597.621776389902)), (np.float64(677.4202384335198), np.float64(1599.0380042618247))]","[np.float64(675.006), np.float64(1599.943)]"
cc57c1ea80fe46a7abddfdb15654c872,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(673.9364138700287), np.float64(1602.2724563536742)), (np.float64(672.6199236201339), np.float64(1600.8789921733194)), (np.float64(676.0995861299714), np.float64(1597.5915436463258)), (np.float64(677.4160763798661), np.float64(1598.9850078266807))]","[np.float64(675.018), np.float64(1599.932)]"
4cf5d6c3f6ab42aab23f67b5a9782d1a,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(673.9444138700286), np.float64(1602.2644563536742)), (np.float64(672.6279236201339), np.float64(1600.8709921733193)), (np.float64(676.1075861299713), np.float64(1597.5835436463258)), (np.float64(677.424076379866), np.float64(1598.9770078266806))]","[np.float64(675.026), np.float64(1599.924)]"
38a28a3aaf2647f2a8c0e90e31267bf8,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(674.6085031640737), np.float64(1580.0116549109664)), (np.float64(675.6988199003239), np.float64(1581.1881010060565)), (np.float64(673.1434968359263), np.float64(1583.5563450890338)), (np.float64(672.0531800996761), np.float64(1582.3798989939437))]","[np.float64(673.876), np.float64(1581.784)]"
38a28a3aaf2647f2a8c0e90e31267bf8,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.motorcycle,cycle.without_rider,4,"[(np.float64(671.6581016792501), np.float64(1577.7894505970255)), (np.float64(672.1294862216217), np.float64(1578.0991159215503)), (np.float64(671.13789832075), np.float64(1579.6085494029746)), (np.float64(670.6665137783783), np.float64(1579.2988840784499))]","[np.float64(671.398), np.float64(1578.699)]"
6402fd1ffaf041d0b9162bd92a7ba0a2,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(674.6085031640737), np.float64(1580.0116549109664)), (np.float64(675.6988199003239), np.float64(1581.1881010060565)), (np.float64(673.1434968359263), np.float64(1583.5563450890338)), (np.float64(672.0531800996761), np.float64(1582.3798989939437))]","[np.float64(673.876), np.float64(1581.784)]"
6402fd1ffaf041d0b9162bd92a7ba0a2,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(678.8827090073859), np.float64(1576.1703231459003)), (np.float64(680.1042790619973), np.float64(1577.7438003785533)), (np.float64(676.2092909926142), np.float64(1580.7676768540998)), (np.float64(674.9877209380028), np.float64(1579.1941996214468))]","[np.float64(677.546), np.float64(1578.469)]"
ce94ef7a0522468e81c0e2b3a2f1e12d,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(674.6375031640737), np.float64(1579.9846549109664)), (np.float64(675.7278199003239), np.float64(1581.1611010060565)), (np.float64(673.1724968359263), np.float64(1583.5293450890338)), (np.float64(672.0821800996761), np.float64(1582.3528989939437))]","[np.float64(673.905), np.float64(1581.757)]"
ce94ef7a0522468e81c0e2b3a2f1e12d,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.bicycle,cycle.with_rider,4,"[(np.float64(687.336461194025), np.float64(1585.788650452363)), (np.float64(686.8500551936249), np.float64(1585.2618694705739)), (np.float64(688.219538805975), np.float64(1583.997349547637)), (np.float64(688.7059448063751), np.float64(1584.5241305294262))]","[np.float64(687.778), np.float64(1584.893)]"
ce94ef7a0522468e81c0e2b3a2f1e12d,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(678.8987090073858), np.float64(1576.1583231459003)), (np.float64(680.1202790619973), np.float64(1577.7318003785533)), (np.float64(676.2252909926142), np.float64(1580.7556768540999)), (np.float64(675.0037209380027), np.float64(1579.182199621447))]","[np.float64(677.562), np.float64(1578.457)]"
9fcdc52b791045e99c623c5fc643331f,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.bicycle,cycle.with_rider,4,"[(np.float64(685.3100699515898), np.float64(1587.6684524026268)), (np.float64(684.8298261137251), np.float64(1587.136047616592)), (np.float64(686.2139300484101), np.float64(1585.8875475973732)), (np.float64(686.6941738862748), np.float64(1586.4199523834081))]","[np.float64(685.762), np.float64(1586.778)]"
9fcdc52b791045e99c623c5fc643331f,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(683.1175665109579), np.float64(1572.5334954917082)), (np.float64(684.3054077955626), np.float64(1573.9084580666859)), (np.float64(680.8744334890421), np.float64(1576.8725045082917)), (np.float64(679.6865922044374), np.float64(1575.497541933314))]","[np.float64(681.996), np.float64(1574.703)]"
9fcdc52b791045e99c623c5fc643331f,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(678.9147090073858), np.float64(1576.1463231459002)), (np.float64(680.1362790619972), np.float64(1577.7198003785531)), (np.float64(676.2412909926142), np.float64(1580.7436768540997)), (np.float64(675.0197209380027), np.float64(1579.1701996214467))]","[np.float64(677.578), np.float64(1578.445)]"
1c9a906c40f6417bbe1cea06d6e55501,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(687.8459534125398), np.float64(1568.2676802235887)), (np.float64(689.0998221983801), np.float64(1569.7190716483585)), (np.float64(685.4660465874601), np.float64(1572.8583197764115)), (np.float64(684.2121778016198), np.float64(1571.4069283516417))]","[np.float64(686.656), np.float64(1570.563)]"
1c9a906c40f6417bbe1cea06d6e55501,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(683.109566510958), np.float64(1572.5404954917083)), (np.float64(684.2974077955627), np.float64(1573.915458066686)), (np.float64(680.8664334890422), np.float64(1576.8795045082918)), (np.float64(679.6785922044375), np.float64(1575.5045419333142))]","[np.float64(681.988), np.float64(1574.71)]"
1c9a906c40f6417bbe1cea06d6e55501,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,movable_object.trafficcone,,4,"[(np.float64(692.0060606128476), np.float64(1583.1466332781167)), (np.float64(691.8205979382225), np.float64(1582.9422327000334)), (np.float64(692.1279393871524), np.float64(1582.6633667218832)), (np.float64(692.3134020617775), np.float64(1582.8677672999665))]","[np.float64(692.067), np.float64(1582.905)]"
1c9a906c40f6417bbe1cea06d6e55501,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.truck,vehicle.parked,4,"[(np.float64(693.551843837308), np.float64(1585.0155819215204)), (np.float64(691.8568525786769), np.float64(1583.165693915947)), (np.float64(696.6581561626921), np.float64(1578.7664180784798)), (np.float64(698.3531474213231), np.float64(1580.6163060840531))]","[np.float64(695.105), np.float64(1581.891)]"
1c9a906c40f6417bbe1cea06d6e55501,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(678.9297090073858), np.float64(1576.1333231459002)), (np.float64(680.1512790619972), np.float64(1577.7068003785532)), (np.float64(676.2562909926141), np.float64(1580.7306768540998)), (np.float64(675.0347209380027), np.float64(1579.1571996214468))]","[np.float64(677.593), np.float64(1578.432)]"
a771effa2a2648d78096c3e92b95b129,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(687.8459534125398), np.float64(1568.2676802235887)), (np.float64(689.0998221983801), np.float64(1569.7190716483585)), (np.float64(685.4660465874601), np.float64(1572.8583197764115)), (np.float64(684.2121778016198), np.float64(1571.4069283516417))]","[np.float64(686.656), np.float64(1570.563)]"
a771effa2a2648d78096c3e92b95b129,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(683.109566510958), np.float64(1572.5404954917083)), (np.float64(684.2974077955627), np.float64(1573.915458066686)), (np.float64(680.8664334890422), np.float64(1576.8795045082918)), (np.float64(679.6785922044375), np.float64(1575.5045419333142))]","[np.float64(681.988), np.float64(1574.71)]"
a771effa2a2648d78096c3e92b95b129,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,movable_object.trafficcone,,4,"[(np.float64(696.7573095433493), np.float64(1578.5492747012638)), (np.float64(696.954715201571), np.float64(1578.8382920123406)), (np.float64(696.6846904566507), np.float64(1579.0227252987363)), (np.float64(696.487284798429), np.float64(1578.7337079876595))]","[np.float64(696.721), np.float64(1578.786)]"
a771effa2a2648d78096c3e92b95b129,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.truck,vehicle.parked,4,"[(np.float64(693.5738438373079), np.float64(1584.9945819215202)), (np.float64(691.8788525786769), np.float64(1583.1446939159468)), (np.float64(696.680156162692), np.float64(1578.7454180784796)), (np.float64(698.375147421323), np.float64(1580.595306084053))]","[np.float64(695.127), np.float64(1581.87)]"
b9ea04a6121d4a8bb00199b885aa5ef0,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(687.8459534125398), np.float64(1568.2676802235887)), (np.float64(689.0998221983801), np.float64(1569.7190716483585)), (np.float64(685.4660465874601), np.float64(1572.8583197764115)), (np.float64(684.2121778016198), np.float64(1571.4069283516417))]","[np.float64(686.656), np.float64(1570.563)]"
b9ea04a6121d4a8bb00199b885aa5ef0,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(700.1829450971743), np.float64(1578.7321276551677)), (np.float64(698.8547853464894), np.float64(1577.2825940485686)), (np.float64(702.6710549028257), np.float64(1573.7858723448323)), (np.float64(703.9992146535106), np.float64(1575.2354059514314))]","[np.float64(701.427), np.float64(1576.259)]"
b9ea04a6121d4a8bb00199b885aa5ef0,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,movable_object.trafficcone,,4,"[(np.float64(696.7918859854763), np.float64(1578.5398743209148)), (np.float64(696.9039114988199), np.float64(1578.8714618423328)), (np.float64(696.5941140145237), np.float64(1578.9761256790853)), (np.float64(696.4820885011801), np.float64(1578.6445381576673))]","[np.float64(696.693), np.float64(1578.758)]"
b9ea04a6121d4a8bb00199b885aa5ef0,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.truck,vehicle.parked,4,"[(np.float64(693.5958438373079), np.float64(1584.9745819215202)), (np.float64(691.9008525786769), np.float64(1583.1246939159469)), (np.float64(696.7021561626921), np.float64(1578.7254180784796)), (np.float64(698.3971474213231), np.float64(1580.575306084053))]","[np.float64(695.149), np.float64(1581.85)]"
b9ea04a6121d4a8bb00199b885aa5ef0,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(691.930159233158), np.float64(1564.83221791922)), (np.float64(693.0369370508992), np.float64(1566.1133470548484)), (np.float64(689.9018407668422), np.float64(1568.82178208078)), (np.float64(688.795062949101), np.float64(1567.5406529451516))]","[np.float64(690.916), np.float64(1566.827)]"
87e772078a494d42bd34cd16172808bc,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(696.4285630058733), np.float64(1574.4277022373308)), (np.float64(695.3178996714519), np.float64(1573.1499401477492)), (np.float64(698.5134369941267), np.float64(1570.3722977626694)), (np.float64(699.6241003285481), np.float64(1571.650059852251))]","[np.float64(697.471), np.float64(1572.4)]"
87e772078a494d42bd34cd16172808bc,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(687.9049534125398), np.float64(1568.2176802235886)), (np.float64(689.1588221983802), np.float64(1569.6690716483583)), (np.float64(685.5250465874602), np.float64(1572.8083197764113)), (np.float64(684.2711778016198), np.float64(1571.3569283516415))]","[np.float64(686.715), np.float64(1570.513)]"
87e772078a494d42bd34cd16172808bc,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(700.1769450971743), np.float64(1578.7261276551676)), (np.float64(698.8487853464894), np.float64(1577.2765940485685)), (np.float64(702.6650549028258), np.float64(1573.7798723448323)), (np.float64(703.9932146535107), np.float64(1575.2294059514313))]","[np.float64(701.421), np.float64(1576.253)]"
87e772078a494d42bd34cd16172808bc,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(691.9261592331579), np.float64(1564.82721791922)), (np.float64(693.0329370508991), np.float64(1566.1083470548483)), (np.float64(689.8978407668421), np.float64(1568.8167820807798)), (np.float64(688.7910629491009), np.float64(1567.5356529451515))]","[np.float64(690.912), np.float64(1566.822)]"
f40544fd4f5d42abbcfa948eeaf86850,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.bicycle,cycle.without_rider,4,"[(np.float64(695.1975125994372), np.float64(1560.7607937556593)), (np.float64(694.998781852669), np.float64(1560.3749672528254)), (np.float64(696.1864874005628), np.float64(1559.7632062443406)), (np.float64(696.385218147331), np.float64(1560.1490327471745))]","[np.float64(695.692), np.float64(1560.262)]"
f40544fd4f5d42abbcfa948eeaf86850,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(700.5078743126758), np.float64(1556.850142710548)), (np.float64(701.7061753994564), np.float64(1558.2372128260868)), (np.float64(698.1541256873243), np.float64(1561.305857289452)), (np.float64(696.9558246005437), np.float64(1559.9187871739132))]","[np.float64(699.331), np.float64(1559.078)]"
f40544fd4f5d42abbcfa948eeaf86850,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(694.0759992796462), np.float64(1576.6562952137267)), (np.float64(692.9322686296413), np.float64(1575.408044757993)), (np.float64(696.0540007203539), np.float64(1572.5477047862735)), (np.float64(697.1977313703588), np.float64(1573.7959552420073))]","[np.float64(695.065), np.float64(1574.602)]"
f40544fd4f5d42abbcfa948eeaf86850,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(691.9231592331579), np.float64(1564.82321791922)), (np.float64(693.0299370508991), np.float64(1566.1043470548484)), (np.float64(689.8948407668421), np.float64(1568.81278208078)), (np.float64(688.7880629491009), np.float64(1567.5316529451516))]","[np.float64(690.909), np.float64(1566.818)]"
281b92269fd648d4b52d06ac06ca6d65,fcbccedd61424f1b85dcbf8f897f9754,CAM_FRONT,vehicle.car,vehicle.parked,4,"[(np.float64(700.5078743126758), np.float64(1556.850142710548)), (np.float64(701.7061753994564), np.float64(1558.2372128260868)), (np.float64(698.1541256873243), np.float64(1561.305857289452)), (np.float64(696.9558246005437), np.float64(1559.9187871739132))]","[np.float64(699.331), np.float64(1559.078)]"
8687ba92abd3406aa797115b874ebeba,6f83169d067343658251f72e1dd17dbc,CAM_FRONT,vehicle.bicycle,cycle.with_rider,4,"[(np.float64(1309.7051304804006), np.float64(1053.065255770916)), (np.float64(1309.2998236567273), np.float64(1053.3989493109852)), (np.float64(1308.2688695195995), np.float64(1052.1467442290839)), (np.float64(1308.6741763432728), np.float64(1051.8130506890147))]","[np.float64(1308.987), np.float64(1052.606)]"
5bbeb4e68d51413f81a370cb33ef27fb,6f83169d067343658251f72e1dd17dbc,CAM_FRONT,vehicle.bicycle,cycle.with_rider,4,"[(np.float64(1310.8131304804006), np.float64(1054.374255770916)), (np.float64(1310.4078236567273), np.float64(1054.7079493109852)), (np.float64(1309.3768695195995), np.float64(1053.4557442290838)), (np.float64(1309.7821763432728), np.float64(1053.1220506890147))]","[np.float64(1310.095), np.float64(1053.915)]"
b7f64f73e8a548488e6d85d9b0e13242,6f83169d067343658251f72e1dd17dbc,CAM_FRONT,vehicle.car,vehicle.moving,4,"[(np.float64(1301.2149439673562), np.float64(1047.145971343525)), (np.float64(1299.8268500071447), np.float64(1048.6258484186983)), (np.float64(1296.4090560326435), np.float64(1045.4200286564749)), (np.float64(1297.797149992855), np.float64(1043.9401515813015))]","[np.float64(1298.812), np.float64(1046.283)]"
